Modelo,Amostra,Instrução,Contexto,Referência,Gerado,PPL,BLEU,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,Faithfulness,Answer Relevance,Plan Adherence
BART,S21,Como o Ministério da Saúde visa garantir a unicidade no Planejamento Estratégico e aprimorar a gestão?,"Ao estabelecer a convergência entre os planos, o Ministério da Saúde visa proporcionar unicidade ao Planejamento Estratégico, além de fortalecer a sua gestão. Os objetivos estratégicos foram definidos em função das prioridades governamentais estabelecidas para a Política de Saúde, das diretrizes do Conselho Nacional de Saúde (CNS) e da Conferência Nacional de Saúde. As metas do PNS para o quadriênio são anualizadas na Programação Anual de Saúde (PAS) e o monitoramento da execução desses instrumentos é formalizado por meio do Relatório Quadrimestral de Prestação de Contas (RQPC) e do Relatório Anual de Gestão (RAG).","O Ministério da Saúde visa garantir a unicidade no Planejamento Estratégico e aprimorar a gestão estabelecendo a convergência entre os planos, alinhando os objetivos estratégicos com as prioridades governamentais, diretrizes do CNS e da Conferência Nacional de Saúde, anualizando as metas do PNS na PAS e formalizando o monitoramento com os RQPC e RAG.","O Ministério da Saúde visa garantir a unicidade no Planejamento Estratégico e aprimorar a gestão, além de fortalecer a sua gestão. Os objetivos estratégicos foram definidos em função das prioridades governamentais estabelecidas para a Política de Saúd, das diretrizes do Conselho Nacional de Saubde (CNS) e da Conferência Nacola de Saude. As metas do PNS para o quadriênio são anualizadas na Programação Anual de Saighde (PAS) e o monitoramento da execução dos instrumentos é formalizado por meio do RQPC e do RRAG.",2.35,24.91,60.76,44.87,56.96,76.09,55.98,50.0
BART,S22,Qual é o papel da Sala de Apoio à Gestão Estratégica (SAGE) no contexto da saúde pública?,"A Sala de Apoio à Gestão Estratégica (SAGE) disponibiliza, por meio do Portal Gov.br, para gestores, traba - lhadores da saúde, pesquisadores, acadêmicos, e sociedade de modo geral, diversos indicadores, informações e painéis relacionados a várias inter - venções em saúde.","O papel da Sala de Apoio à Gestão Estratégica (SAGE) é fornecer indicadores, informações e painéis estratégicos relacionados a várias intervenções em saúde para diversos interessados, incluindo gestores, trabalhadores da saúde, pesquisadores, acadêmicos e a sociedade em geral, através do Portal Gov.br.","O papel da Sala de Apoio à Gestão Estratégica (SAGE) disponibiliza por meio do Portal Gov.br, para gestores, traba - lhadores da saúde, pesquisadores, acadêmicos, e sociedade de modo geral, diversos indicadores e informações e painéis relacionados a várias inter - vençãoes em saúd.",2.45,40.86,77.67,53.47,44.66,90.0,46.67,50.0
BART,S23,Quais são os novos painéis disponibilizados pela SAGE em 2021 e em quais temáticas estão focados?,"Em 2021, foram desenvolvidos importantes pai - néis em três temáticas: i) instrumentos e indicadores de planejamento e gestão em saúde; ii) situação de saúde, com doenças, agravos, fatores de risco e outros dados sobre a situação de saú - de; e iii) políticas, programas e ações, com informações e indicadores sobre políticas e programas do Ministério da Saúde).Novos painéis disponibilizados pela Sala de Apoio à Gestão Estratégica (SAGE), por temática CATEGORIAS DESCRIÇÃO INSTRUMENTOS DE PLANEJAMENTO E GESTÃO SITUAÇÃO DE SAÚDE POLÍTICAS, PROGRAMAS E AÇÕESCIRURGIA CARDIOVASCULAR Painel de Vigilância da Qualidade da Água para o Consumo Humano INSTRUMENTOS DE PLANEJAMENTO OBJETIVO DE DESENVOLVIMENTO SUSTENTÁVEL 3 – ODS 3 INDICADORES ONCOLÓGICOS PACTUAÇÃO INTERFEDERATIVA","Os novos painéis disponibilizados pela SAGE em 2021 estão focados em três temáticas: instrumentos e indicadores de planejamento e gestão em saúde; situação de saúde, com doenças, agravos, fatores de risco e outros dados sobre a situação de saúde; e políticas, programas e ações, com informações e indicadores sobre políticas e programas do Ministério da Saúde. Os painéis específicos incluem Cirurgia Cardiovascular, Painel de Vigilância da Qualidade da Água para o Consumo Humano, Instrumentos de Planejamento, Objetivo de Desenvolvimento Sustentável 3 (ODS 3), e Indicadores Oncológicos, com a Pactuação Interfederativa.","Os novos painéis disponibilizados pela SAGE em 2021 estão focados em três temáticas: instrumentos e indicadores de planejamento e gestão em saúde, com doenças, agravos, fatores de risco e outros dados sobre a situação de saú - de, e políticas, programas e ações, com informaçð e indicadaores sobre políticsas e programas do Ministério da Saúde.",1.53,40.19,72.22,68.54,72.22,45.1,59.83,50.0
BART,S24,Como a Plataforma LocalizaSUS contribuiu para o combate à Covid-19?,"CUMPRIMENTO DA DIRETRIZ DA VIGILÂNCIA VIGIAGUA POLÍTICA NACIONAL DE ALIMENTAÇÃO E NUTRIÇÃO REDE CONVENIADA – AQUI TEM FARMÁCIA POPULAR MELHOR EM CASA Mais informações no Portal Gov.br: <https://www.gov.br/saude/pt-br/ composicao/se/demas > VISÃO GERAL ORGANIZACIONAL E GOVERNANÇA0115 Plataforma LocalizaSUS O enfrentamento à pandemia provocada pelo coronavírus evidenciou a importância e a necessidade de as instituições públicas e privadas trabalharem em harmonia para o rápido desenvolvimento, registro e disponibilização à população de informações sobre bens e serviços de combate à covid-19. Nesse sentido (com foco no compromisso permanente com a transparência ativa; com a governação e ampla disseminação de dados e informações; e com o monitoramento e a avaliação","A Plataforma LocalizaSUS contribuiu para o combate à Covid-19 ao facilitar o trabalho em colaboração entre instituições públicas e privadas, promovendo a transparência, a disseminação de dados e informações, e o monitoramento e avaliação dos bens e serviços de combate à covid-19.","A Plataforma LocalizaSUS contribuiu para o combate à Covid-19 para a importância e a necessidade de as instituições públicas e privadas trabalham em harmonia para o rápido desenvolvimento, registro e disponibilização sobre bens e serviços de combate.",1.81,32.24,64.52,39.56,51.61,30.43,58.97,50.0
BART,S25,Quais são as principais iniciativas do Ministério da Saúde para combater a pandemia de covid-19?,"As principais iniciativas do Ministério da Saúde para combater a pandemia de covid-19 incluem a elaboração, disponibilização e manutenção da plataforma LocalizaSUS, o Vacinômetro – SUS, o Vacinômetro – SUS Indígena, o Vacinômetro – SUS Quilombola, a campanha nacional de vacinação contra a influenza de 2021, a distribuição de vacinas contra a covid-19, a campanha nacional de multivacinação em crianças e adolescentes de 2021 e a liberação das vacinas contra a covid-19.","As principais iniciativas do Ministério da Saúde para combater a pandemia de covid-19 incluem a elaboração, disponibilização e manutenção da plataforma LocalizaSUS, o Vacinômetro – SUS, o Vacinômetro – SUS Indígena, o Vacinômetro – SUS Quilombola, a campanha nacional de vacinação contra a influenza de 2021, a distribuição de vacinas contra a covid-19, a campanha nacional de multivacinação em crianças e adolescentes de 2021 e a liberação das vacinas contra a covid-19.","As principais iniciativas do Ministério da Saúde para combater a pandemia de covid-19 incluem a elaboração, disponibilização e manutenção da plataforma LocalizaSUS, o Vacinômetro – SUS Indígena, o VIC Quilombola, a campanha nacional de vacinação contra a influenza de 2021, a distribuição de vacinas contra a covid–19, a condição das vacinas em crianças e adolescentes de 2021 e as liberações das vinte vacinas.",1.07,68.34,85.19,80.0,85.19,93.55,56.94,50.0
BART,S26,Quais são as principais informações fornecidas pelo portal Covid-19: casos e óbitos?,"Covid-19: casos e óbitos > informações ana - líticas e interativas sobre a covid-19, contendo o perfil de casos, óbitos e visualizações por região, estado, tipo de cidade (metropolitana ou interior) e município.","O portal Covid-19: casos e óbitos fornece informações análiticas e interativas sobre a pandemia, incluindo o perfil de casos e óbitos, e visualizações por região, estado, tipo de cidade e município.","As principais informações fornecidas pelo portal Covid-19: casos e óbitos incluem: o perfil de casos, óbos e visualização por região, estado, tipo de cidade (metropolitana ou interior) e município.",3.44,41.66,70.42,52.17,61.97,78.26,67.5,50.0
BART,S27,Qual é o principal objetivo da ferramen - ta e quais são as principais áreas de informação que ela abrange?,"local, as ações estruturadas do MS para o enfrentamento da pandemia. Criada para proporcionar uma melhor experiência de visualização analítica ao cidadão, a ferramen - ta favorece a forma de apresentação dos dados e proporciona uma melhor divulgação sobre o ce - nário atual, com uma abordagem técnica, simples e de fácil entendimento à população em geral. Atualmente, a plataforma conta com 27 painéis, a seguir detalhados: https://www.gov.br/saude/pt-br/ composicao/se/demas/localizasus 15 VISÃO GERAL ORGANIZACIONAL E GOVERNANÇA0116 RH > informações sobre a disponibilidade de profissionais de saúde, no âmbito do combate da covid-19. Covid-19 > boletim com informações detalhas - das sobre o perfil de casos e óbitos pela covid-19. Execução Covid-19 > informações sobre a exe - cução orçamentária","O principal objetivo da ferramen - ta é fornecer uma plataforma de visualização analítica para o cidadão, com dados e informações estruturados sobre o enfrentamento da pandemia. Ela abrange informações sobre a composição organizacional e governamental, disponibilidade de profissionais de saúde, boletins sobre o perfil de casos e óbitos da covid-19, e informações sobre a execução orçamentária.","O principal objetivo da ferramen - ta é proporcionar uma melhor experiência de visualização analítica ao cidadão, facilitar a forma de apresentação dos dados e divulgar a melhor divulgação sobre o ce - nário atual, com uma abordagem técnica, simples e de fácil entendimento à população em geral.",2.61,16.88,44.63,20.17,36.36,34.33,21.51,50.0
BART,S28,Quais são as principais áreas de informação disponibilizadas pelo Ministério da Saúde para apoiar o combate à covid-19?,"extraordinária do Ministério da Saúde, para combate da covid-19. Compras > informações sobre as compras relacionadas às ações de combate da covid-19. Ventiladores > informações sobre a disponibilidade de ventiladores distribuídos aos municípios brasileiros, no âmbito do combate da covid-19. Leitos > informações sobre a disponibilidade, no âmbito do combate à covid-19, de leitos clínicos e de UTI, SUS e não SUS, distribuídos nas unidades federativas brasileiras. Evidências Científicas > informações sobre evidências científicas sobre o tratamento farmacológico e vacinas contra a covid-19. Execução LOA > informações sobre a execução orçamentária dos recursos disponibilizados ao Ministério da Saúde, para combate da covid-19. Execução SESAI > informações sobre a execução","As principais áreas de informação disponibilizadas pelo Ministério da Saúde para apoiar o combate à covid-19 incluem informações sobre compras relacionadas às ações de combate, disponibilidade de ventiladores, disponibilidade de leitos clínicos e de UTI, evidências científicas sobre tratamento e vacinas, execução orçamentária dos recursos e execução da SESAI.","As principais áreas de informação disponibilizadas pelo Ministério da Saúde para apoiar o combate à covid-19 incluem as compras relacionadas às ações de combate da covid, e as informas de ventiladores distribuídos aos municípios brasileiros, e distribuiídos nas unidades federativas brasileiras.",3.28,40.63,62.39,48.6,56.88,50.0,67.83,50.0
BART,S29,Quais são as principais áreas de financiamento para o combate da covid-19 pela Secretaria Especial de Saúde Indígena (SESAI)?,"orçamentária dos recursos da Secretaria Es - pecial de Saúde Indígena (SESAI), para combate da covid-19. Financeiro > informações sobre a transferência de recursos financeiros (fundo a fundo) disponi - bilizados pelo Ministério da Saúde, para combate da covid-19. Saldos > informações sobre o acompanhamen - to dos saldos do Fundo Nacional de Saúde, no âmbito do combate da covid-19.Contratos > informações sobre licitações e contratos firmados no âmbito do combate da covid-19. Medicamentos > informações sobre a dispo - nibilização de medicamentos básicos distribuí - dos para os municípios brasileiros, no âmbito do combate da covid-19. Medicamentos hospitalares > informações sobre a disponibilização de medicamentos hos - pitalares distribuídos para os estados brasileiros, no âmbito do combate","As principais áreas de financiamento para o combate da covid-19 pela Secretaria Especial de Saúde Indígena (SESAI) incluem a transferência de recursos financeiros do Ministério da Saúde, o acompanhamento dos saldos do Fundo Nacional de Saúde, a realização de licitações e contratos, a disponibilização de medicamentos básicos para municípios e a disponibilização de medicamentos hospitalares para estados.",As principais áreas de financiamento para o combate da covid-19 pela SESAI incluem:,2.84,2.39,33.33,29.27,33.33,19.57,66.76,50.0
BART,S30,Quais são as principais iniciativas do Ministério da Saúde no Brasil para combater a Covid-19?,"A Sala de Apoio à Gestão Estratégica (SAGE) disponibiliza informações em saúde para apoiar a tomada de decisão. Dados Abertos > informações e catálogos de dados, permitindo acesso aos microdados em formato aberto de sistemas do MS, face à covid-19. Testes > informações sobre a disponibilização de testes distribuídos para os municípios brasileiros, no âmbito do combate da covid-19. Vale ressaltar que os dados são abertos, de maneira que qualquer usuário pode fazer download e utilizá-los para análises e avaliação de cenários. Além disso, trata-se de um ambiente extremamente dinâmico, que passa por contínuas atualizações e melhorias. Dessa forma, novas funcionalidades, aperfeiçoamentos e informações estão sendo adicionadas.","As principais iniciativas do Ministério da Saúde no Brasil para combater a Covid-19 incluem a Sala de Apoio à Gestão Estratégica (SAGE), que fornece informações estratégicas em saúde para apoiar a tomada de decisão; os Dados Abertos, que oferecem informações e catálogos de dados em formato aberto para análise e avaliação de cenários; e a distribuição de testes para municípios brasileiros, com atualizações contínuas e novas funcionalidades.","As principais iniciativas do Ministério da Saúde no Brasil para combater a Covid-19 incluem a Sala de Apoio à Gestão Estratégica (SAGE), a disponibilização de testes distribuídos para apoiar a tomada de decisão, e acesso aos microdados em formato aberto de sistemas do MS.",1.95,38.35,62.22,52.63,57.78,37.31,59.26,50.0
